No,D/P&BOM 코드,D/P&BOM 내역,설계기능,협력사,직영책임부서,최종 출도가능일자,출도실적,일정 차이,일정 준수 여부
2046,DPBOM000002046,의장(설치),F5,자체 진행,D7,2023-03-06,2023-02-08,-26,False
2047,DPBOM000002047,의장(설치),F4,자체 진행,D6,2024-06-25,2024-05-29,-27,False
2048,DPBOM000002048,의장(설치),F2,자체 진행,D4,2022-02-06,2022-01-09,-28,False
2049,DPBOM000002049,의장(설치),F2,자체 진행,D4,2024-08-08,2024-08-01,-7,False
2050,DPBOM000002050,의장(설치),F5,자체 진행,D7,2024-07-14,2024-07-05,-9,False
2051,DPBOM000002051,의장(설치),F2,자체 진행,D4,2022-02-01,2022-01-05,-27,False
2052,DPBOM000002052,의장(설치),F2,자체 진행,D4,2023-09-17,2023-09-07,-10,False
2053,DPBOM000002053,의장(설치),F2,자체 진행,D4,2023-08-13,2023-07-21,-23,False
2054,DPBOM000002054,의장(설치),F2,자체 진행,D4,2023-07-23,2023-07-11,-12,False
2055,DPBOM000002055,의장(설치),F2,자체 진행,D4,2021-11-08,2021-10-14,-25,False
2056,DPBOM000002056,의장(설치),F2,자체 진행,D4,2022-01-11,2022-01-06,-5,False
2057,DPBOM000002057,의장(설치),F7,자체 진행,D4,2023-02-04,2023-01-11,-24,False
2058,DPBOM000002058,의장(설치),F7,자체 진행,D4,2024-07-18,2024-07-16,-2,False
2059,DPBOM000002059,의장(설치),F2,자체 진행,D4,2023-02-15,2023-02-08,-7,False
2060,DPBOM000002060,의장(설치),F2,자체 진행,D4,2024-07-05,2024-06-24,-11,False
2061,DPBOM000002061,의장(설치),F2,자체 진행,D4,2023-04-01,2023-03-03,-29,False
2062,DPBOM000002062,의장(설치),F4,자체 진행,D6,2022-07-21,2022-07-09,-12,False
2063,DPBOM000002063,의장(설치),F7,자체 진행,D4,2022-07-07,2022-06-14,-23,False
2064,DPBOM000002064,의장(설치),F2,자체 진행,D4,2023-11-24,2023-11-02,-22,False
2065,DPBOM000002065,의장(설치),F2,자체 진행,D4,2023-04-02,2023-03-28,-5,False
2066,DPBOM000002066,의장(설치),F2,자체 진행,D4,2024-01-17,2024-01-11,-6,False
2067,DPBOM000002067,의장(설치),F1,자체 진행,D3,2021-11-16,2021-11-03,-13,False
2068,DPBOM000002068,의장(설치),F2,자체 진행,D4,2023-01-30,2023-01-17,-13,False
2069,DPBOM000002069,의장(설치),F2,자체 진행,D4,2023-12-04,2023-11-08,-26,False
2070,DPBOM000002070,의장(설치),F2,자체 진행,D4,2023-11-07,2023-10-19,-19,False
2071,DPBOM000002071,의장(설치),F2,자체 진행,D4,2024-06-06,2024-05-10,-27,False
2072,DPBOM000002072,의장(설치),F2,자체 진행,D4,2022-11-21,2022-11-17,-4,False
2073,DPBOM000002073,의장(설치),F7,자체 진행,D4,2021-09-22,2021-09-06,-16,False
2074,DPBOM000002074,의장(설치),F2,자체 진행,D4,2024-05-18,2024-05-13,-5,False
2075,DPBOM000002075,의장(설치),F2,자체 진행,D4,2022-10-21,2022-10-05,-16,False
2076,DPBOM000002076,의장(설치),F7,자체 진행,D4,2023-05-03,2023-04-09,-24,False
2077,DPBOM000002077,의장(설치),F2,자체 진행,D4,2021-12-16,2021-12-07,-9,False
2078,DPBOM000002078,의장(설치),F2,자체 진행,D4,2021-09-18,2021-09-05,-13,False
2079,DPBOM000002079,의장(설치),F2,자체 진행,D4,2022-07-17,2022-07-03,-14,False
2080,DPBOM000002080,의장(설치),F2,자체 진행,D4,2022-11-10,2022-11-14,4,True
2081,DPBOM000002081,의장,F4,자체 진행,D6,2024-03-17,2024-02-27,-19,False
2082,DPBOM000002082,의장(설치),F2,자체 진행,D4,2022-05-28,2022-05-12,-16,False
2083,DPBOM000002083,의장(설치),F2,자체 진행,D4,2022-06-10,2022-05-16,-25,False
2084,DPBOM000002084,의장(설치),F2,자체 진행,D4,2021-12-26,2021-12-10,-16,False
2085,DPBOM000002085,의장(설치),F2,자체 진행,D4,2023-06-05,2023-05-13,-23,False
2086,DPBOM000002086,의장(설치),F2,자체 진행,D4,2024-07-11,2024-06-12,-29,False
2087,DPBOM000002087,의장(설치),F2,자체 진행,D4,2024-04-16,2024-04-11,-5,False
2088,DPBOM000002088,의장(설치),F2,자체 진행,D4,2024-08-24,2024-08-14,-10,False
2089,DPBOM000002089,의장(설치),F2,자체 진행,D4,2022-05-06,2022-04-08,-28,False
2090,DPBOM000002090,의장(설치),F2,자체 진행,D4,2021-10-10,2021-10-01,-9,False
2091,DPBOM000002091,의장(설치),F7,자체 진행,D4,2022-12-18,2022-11-23,-25,False
2092,DPBOM000002092,의장(설치),F5,자체 진행,D7,2023-01-22,2022-12-30,-23,False
2093,DPBOM000002093,의장(설치),F2,자체 진행,D4,2023-08-16,2023-07-26,-21,False
2094,DPBOM000002094,의장(설치),F2,자체 진행,D4,2024-03-07,2024-02-07,-29,False
2095,DPBOM000002095,의장(설치),F1,자체 진행,D3,2021-12-18,2021-12-04,-14,False
2096,DPBOM000002096,의장(설치),F7,자체 진행,D4,2023-11-26,2023-11-03,-23,False
2097,DPBOM000002097,의장(설치),F5,자체 진행,D7,2024-02-16,2024-02-14,-2,False
2098,DPBOM000002098,의장(설치),F2,자체 진행,D4,2022-12-23,2022-12-05,-18,False
2099,DPBOM000002099,의장(설치),F2,자체 진행,D4,2021-10-31,2021-10-26,-5,False
2100,DPBOM000002100,의장(설치),F1,자체 진행,D3,2023-06-18,2023-06-12,-6,False
2101,DPBOM000002101,의장,F6,자체 진행,D8,2023-07-12,2023-07-01,-11,False
2102,DPBOM000002102,의장,F5,자체 진행,D7,2024-08-02,2024-07-21,-12,False
2103,DPBOM000002103,의장(설치),F7,자체 진행,D4,2024-07-17,2024-07-16,-1,False
2104,DPBOM000002104,의장(설치),F5,자체 진행,D7,2022-08-24,2022-08-04,-20,False
2105,DPBOM000002105,의장(설치),F4,자체 진행,D6,2023-07-29,2023-07-02,-27,False
2106,DPBOM000002106,의장(설치),F7,자체 진행,D4,2024-01-10,2023-12-31,-10,False
2107,DPBOM000002107,의장(설치),F5,자체 진행,D7,2022-02-03,2022-03-04,29,True
2108,DPBOM000002108,의장(설치),F2,자체 진행,D4,2024-08-09,2024-07-19,-21,False
2109,DPBOM000002109,의장(설치),F1,자체 진행,D3,2023-08-23,2023-08-03,-20,False
2110,DPBOM000002110,의장(설치),F7,자체 진행,D4,2023-02-24,2023-02-07,-17,False
2111,DPBOM000002111,의장(설치),F5,자체 진행,D7,2024-01-07,2023-12-13,-25,False
2112,DPBOM000002112,의장(설치),F2,자체 진행,D4,2022-02-13,2022-01-16,-28,False
2113,DPBOM000002113,의장(설치),F1,자체 진행,D3,2024-05-12,2024-05-04,-8,False
2114,DPBOM000002114,의장(설치),F2,자체 진행,D4,2024-08-26,2024-07-28,-29,False
2115,DPBOM000002115,의장(설치),F2,자체 진행,D4,2022-05-31,2022-05-04,-27,False
2116,DPBOM000002116,의장(설치),F2,자체 진행,D4,2023-10-31,2023-10-27,-4,False
2117,DPBOM000002117,의장(설치),F2,자체 진행,D4,2024-06-11,2024-06-05,-6,False
2118,DPBOM000002118,의장(설치),F2,자체 진행,D4,2023-04-24,2023-04-06,-18,False
2119,DPBOM000002119,의장(설치),F2,자체 진행,D4,2024-03-11,2024-02-15,-25,False
2120,DPBOM000002120,의장(설치),F2,자체 진행,D4,2023-08-30,2023-08-13,-17,False
2121,DPBOM000002121,의장(설치),F2,자체 진행,D4,2022-06-06,2022-05-12,-25,False
2122,DPBOM000002122,계획,F2,자체 진행,D4,2024-08-18,2024-08-14,-4,False
2123,DPBOM000002123,의장(설치),F2,자체 진행,D4,2021-09-19,2021-09-08,-11,False
2124,DPBOM000002124,의장(설치),F2,자체 진행,D4,2022-11-15,2022-10-18,-28,False
2125,DPBOM000002125,의장(설치),F2,자체 진행,D4,2023-10-18,2023-09-29,-19,False
2126,DPBOM000002126,의장(설치),F2,자체 진행,D4,2022-10-24,2022-10-22,-2,False
2127,DPBOM000002127,의장(설치),F5,자체 진행,D7,2022-01-04,2021-12-21,-14,False
2128,DPBOM000002128,의장(설치),F5,자체 진행,D7,2024-08-11,2024-07-29,-13,False
2129,DPBOM000002129,의장(설치),F7,자체 진행,D4,2023-06-13,2023-06-20,7,True
2130,DPBOM000002130,의장(설치),F2,자체 진행,D4,2022-07-28,2022-08-23,26,True
2131,DPBOM000002131,의장(설치),F5,자체 진행,D7,2022-01-07,2022-01-05,-2,False
2132,DPBOM000002132,의장(설치),F4,자체 진행,D6,2021-10-18,2021-10-16,-2,False
2133,DPBOM000002133,의장(설치),F5,자체 진행,D7,2022-09-20,2022-09-10,-10,False
2134,DPBOM000002134,의장(설치),F4,자체 진행,D6,2024-08-21,2024-07-24,-28,False
2135,DPBOM000002135,의장(설치),F2,자체 진행,D4,2023-12-07,2023-11-09,-28,False
2136,DPBOM000002136,계획,F2,자체 진행,D4,2022-07-27,2022-07-03,-24,False
2137,DPBOM000002137,의장(설치),F2,자체 진행,D4,2021-11-28,2021-11-25,-3,False
2138,DPBOM000002138,계획,F2,자체 진행,D4,2022-06-04,2022-05-27,-8,False
2139,DPBOM000002139,계획,F2,자체 진행,D4,2023-05-06,2023-04-27,-9,False
2140,DPBOM000002140,계획,F2,자체 진행,D4,2023-01-04,2022-12-07,-28,False
2141,DPBOM000002141,의장(설치),F7,자체 진행,D4,2024-01-19,2024-01-10,-9,False
2142,DPBOM000002142,의장(설치),F1,자체 진행,D3,2021-11-27,2021-11-03,-24,False
2143,DPBOM000002143,의장(설치),F7,자체 진행,D4,2022-11-25,2022-12-13,18,True
2144,DPBOM000002144,의장(설치),F1,자체 진행,D3,2022-10-09,2022-09-24,-15,False
2145,DPBOM000002145,의장(설치),F2,자체 진행,D4,2022-11-27,2022-11-03,-24,False
2146,DPBOM000002146,의장(설치),F5,자체 진행,D7,2022-08-11,2022-07-18,-24,False
2147,DPBOM000002147,의장(설치),F4,자체 진행,D6,2024-08-28,2024-08-10,-18,False
2148,DPBOM000002148,의장(설치),F3,자체 진행,D5,2023-11-03,2023-10-10,-24,False
2149,DPBOM000002149,의장(설치),F3,자체 진행,D5,2023-02-09,2023-02-07,-2,False
2150,DPBOM000002150,의장(설치),F2,자체 진행,D4,2023-08-15,2023-07-24,-22,False
2151,DPBOM000002151,의장(설치),F2,자체 진행,D4,2023-05-17,2023-04-20,-27,False
2152,DPBOM000002152,의장(설치),F2,자체 진행,D4,2023-07-02,2023-06-08,-24,False
2153,DPBOM000002153,의장(설치),F2,자체 진행,D4,2021-10-10,2021-09-12,-28,False
2154,DPBOM000002154,의장(설치),F6,자체 진행,D8,2024-01-29,2024-01-10,-19,False
2155,DPBOM000002155,의장(설치),F1,자체 진행,D3,2022-12-01,2022-11-02,-29,False
2156,DPBOM000002156,의장(설치),F6,자체 진행,D8,2021-10-30,2021-10-23,-7,False
2157,DPBOM000002157,의장(설치),F2,자체 진행,D4,2023-06-12,2023-06-08,-4,False
2158,DPBOM000002158,의장(설치),F2,자체 진행,D4,2024-03-12,2024-02-15,-26,False
2159,DPBOM000002159,의장(설치),F6,자체 진행,D8,2024-04-20,2024-04-11,-9,False
2160,DPBOM000002160,의장(설치),F1,자체 진행,D3,2022-10-10,2022-09-23,-17,False
2161,DPBOM000002161,의장(설치),F6,자체 진행,D8,2022-11-20,2022-10-25,-26,False
2162,DPBOM000002162,의장(설치),F5,자체 진행,D7,2022-02-20,2022-02-07,-13,False
2163,DPBOM000002163,의장(설치),F4,자체 진행,D6,2021-11-19,2021-11-17,-2,False
2164,DPBOM000002164,의장(설치),F5,자체 진행,D7,2022-03-27,2022-03-07,-20,False
2165,DPBOM000002165,의장(설치),F4,자체 진행,D6,2022-05-27,2022-05-07,-20,False
2166,DPBOM000002166,의장(설치),F5,자체 진행,D7,2022-10-07,2022-09-08,-29,False
2167,DPBOM000002167,의장(설치),F4,자체 진행,D6,2022-08-28,2022-08-27,-1,False
2168,DPBOM000002168,의장(설치),F3,자체 진행,D5,2023-02-11,2023-01-24,-18,False
2169,DPBOM000002169,의장(설치),F2,자체 진행,D4,2023-06-12,2023-05-28,-15,False
2170,DPBOM000002170,의장(설치),F2,자체 진행,D4,2022-09-04,2022-08-20,-15,False
2171,DPBOM000002171,의장(설치),F2,자체 진행,D4,2024-05-16,2024-04-22,-24,False
2172,DPBOM000002172,의장(설치),F2,자체 진행,D4,2022-12-11,2022-12-04,-7,False
2173,DPBOM000002173,의장(설치),F2,자체 진행,D4,2021-12-13,2021-11-17,-26,False
2174,DPBOM000002174,의장(설치),F7,자체 진행,D4,2023-05-11,2023-04-19,-22,False
2175,DPBOM000002175,의장(설치),F4,자체 진행,D6,2024-06-17,2024-05-30,-18,False
2176,DPBOM000002176,의장(설치),F4,자체 진행,D6,2024-06-02,2024-05-11,-22,False
2177,DPBOM000002177,의장(설치),F3,자체 진행,D5,2023-12-21,2023-11-27,-24,False
2178,DPBOM000002178,의장(설치),F4,자체 진행,D6,2022-04-23,2022-04-14,-9,False
2179,DPBOM000002179,의장(설치),F7,자체 진행,D4,2022-02-13,2022-01-16,-28,False
2180,DPBOM000002180,의장(설치),F4,자체 진행,D6,2022-08-17,2022-08-16,-1,False
2181,DPBOM000002181,의장(설치),F2,자체 진행,D4,2023-12-11,2024-01-01,21,True
2182,DPBOM000002182,의장(설치),F6,자체 진행,D8,2022-11-06,2022-10-10,-27,False
2183,DPBOM000002183,의장(설치),F6,자체 진행,D8,2022-06-13,2022-06-12,-1,False
2184,DPBOM000002184,의장(설치),F2,자체 진행,D4,2024-01-14,2024-01-13,-1,False
2185,DPBOM000002185,의장(설치),F6,자체 진행,D8,2022-12-27,2022-12-03,-24,False
2186,DPBOM000002186,의장(설치),F6,자체 진행,D8,2023-05-12,2023-05-09,-3,False
2187,DPBOM000002187,의장(설치),F2,자체 진행,D4,2023-12-26,2023-12-22,-4,False
2188,DPBOM000002188,의장(설치),F2,자체 진행,D4,2022-12-21,2022-11-30,-21,False
2189,DPBOM000002189,의장(설치),F2,자체 진행,D4,2023-10-13,2023-09-19,-24,False
2190,DPBOM000002190,의장(설치),F2,자체 진행,D4,2021-09-28,2021-09-04,-24,False
2191,DPBOM000002191,의장(설치),F7,자체 진행,D4,2023-06-04,2023-05-31,-4,False
2192,DPBOM000002192,의장(설치),F5,자체 진행,D7,2023-05-18,2023-05-13,-5,False
2193,DPBOM000002193,의장(설치),F3,자체 진행,D5,2021-10-17,2021-09-28,-19,False
2194,DPBOM000002194,의장(설치),F2,자체 진행,D4,2022-05-19,2022-04-21,-28,False
2195,DPBOM000002195,의장(설치),F2,자체 진행,D4,2023-12-29,2023-12-12,-17,False
2196,DPBOM000002196,의장(설치),F7,자체 진행,D4,2023-04-30,2023-04-04,-26,False
2197,DPBOM000002197,의장(설치),F5,자체 진행,D7,2024-03-22,2024-03-18,-4,False
2198,DPBOM000002198,의장(설치),F3,자체 진행,D5,2023-10-30,2023-10-02,-28,False
2199,DPBOM000002199,의장(설치),F2,자체 진행,D4,2022-08-11,2022-07-29,-13,False
2200,DPBOM000002200,의장(설치),F2,자체 진행,D4,2024-05-03,2024-04-24,-9,False
2201,DPBOM000002201,의장(설치),F2,자체 진행,D4,2022-09-26,2022-08-31,-26,False
2202,DPBOM000002202,의장(설치),F1,자체 진행,D3,2023-03-25,2023-03-12,-13,False
2203,DPBOM000002203,의장(설치),F2,자체 진행,D4,2023-03-18,2023-03-06,-12,False
2204,DPBOM000002204,의장(설치),F1,자체 진행,D3,2023-12-11,2023-11-26,-15,False
2205,DPBOM000002205,의장(설치),F2,자체 진행,D4,2024-03-29,2024-03-20,-9,False
2206,DPBOM000002206,의장(설치),F2,자체 진행,D4,2023-02-15,2023-01-24,-22,False
2207,DPBOM000002207,의장(설치),F7,자체 진행,D4,2022-10-19,2022-09-22,-27,False
2208,DPBOM000002208,의장(설치),F6,자체 진행,D8,2024-03-16,2024-03-09,-7,False
2209,DPBOM000002209,의장(설치),F6,자체 진행,D8,2022-07-02,2022-06-04,-28,False
2210,DPBOM000002210,의장(설치),F6,자체 진행,D8,2022-04-11,2022-03-30,-12,False
2211,DPBOM000002211,의장(설치),F6,자체 진행,D8,2022-07-09,2022-06-22,-17,False
2212,DPBOM000002212,의장(설치),F2,자체 진행,D4,2021-12-08,2021-11-27,-11,False
2213,DPBOM000002213,의장(설치),F2,자체 진행,D4,2024-02-02,2024-01-31,-2,False
2214,DPBOM000002214,의장(설치),F2,자체 진행,D4,2021-10-27,2021-10-03,-24,False
2215,DPBOM000002215,의장(설치),F2,자체 진행,D4,2024-08-25,2024-08-12,-13,False
2216,DPBOM000002216,의장(설치),F5,자체 진행,D7,2021-09-20,2021-09-16,-4,False
2217,DPBOM000002217,의장(설치),F5,자체 진행,D7,2024-04-14,2024-03-20,-25,False
2218,DPBOM000002218,의장(설치),F3,자체 진행,D5,2023-09-27,2023-09-19,-8,False
2219,DPBOM000002219,의장,F6,자체 진행,D8,2023-10-02,2023-09-24,-8,False
2220,DPBOM000002220,의장,F9,자체 진행,D8,2022-08-08,2022-07-13,-26,False
2221,DPBOM000002221,의장(설치),F6,자체 진행,D8,2024-04-01,2024-03-22,-10,False
2222,DPBOM000002222,의장(설치),F6,자체 진행,D8,2024-08-18,2024-07-30,-19,False
2223,DPBOM000002223,의장(설치),F7,자체 진행,D4,2024-03-02,2024-02-18,-13,False
2224,DPBOM000002224,의장(설치),F5,자체 진행,D7,2022-07-09,2022-07-01,-8,False
2225,DPBOM000002225,의장(설치),F6,자체 진행,D8,2022-11-30,2022-11-18,-12,False
2226,DPBOM000002226,의장(설치),F6,자체 진행,D8,2023-10-02,2023-09-18,-14,False
2227,DPBOM000002227,의장(설치),F7,자체 진행,D4,2022-09-13,2022-09-05,-8,False
2228,DPBOM000002228,의장(설치),F5,자체 진행,D7,2022-09-15,2022-08-19,-27,False
2229,DPBOM000002229,의장(설치),F6,자체 진행,D8,2022-11-30,2022-11-12,-18,False
2230,DPBOM000002230,의장(설치),F6,자체 진행,D8,2023-07-27,2023-07-16,-11,False
2231,DPBOM000002231,의장(설치),F5,자체 진행,D7,2022-06-15,2022-05-18,-28,False
2232,DPBOM000002232,의장(설치),F3,자체 진행,D5,2023-01-15,2023-01-01,-14,False
2233,DPBOM000002233,의장(설치),F2,자체 진행,D4,2023-02-21,2023-02-06,-15,False
2234,DPBOM000002234,의장(설치),F2,자체 진행,D4,2023-03-24,2023-03-11,-13,False
2235,DPBOM000002235,의장(설치),F2,자체 진행,D4,2022-08-21,2022-08-15,-6,False
2236,DPBOM000002236,의장(설치),F2,자체 진행,D4,2024-05-17,2024-05-05,-12,False
2237,DPBOM000002237,의장(설치),F2,자체 진행,D4,2022-11-15,2022-10-31,-15,False
2238,DPBOM000002238,의장(설치),F2,자체 진행,D4,2022-02-16,2022-02-07,-9,False
2239,DPBOM000002239,의장(설치),F2,자체 진행,D4,2022-06-21,2022-06-03,-18,False
2240,DPBOM000002240,의장(설치),F2,자체 진행,D4,2023-11-10,2023-10-19,-22,False
2241,DPBOM000002241,의장(설치),F2,자체 진행,D4,2021-12-18,2021-11-19,-29,False
2242,DPBOM000002242,의장,F6,자체 진행,D8,2024-04-20,2024-03-24,-27,False
2243,DPBOM000002243,의장,F5,자체 진행,D7,2023-09-09,2023-09-07,-2,False
2244,DPBOM000002244,의장(설치),F6,자체 진행,D8,2024-06-16,2024-05-28,-19,False
2245,DPBOM000002245,의장(설치),F6,자체 진행,D8,2024-01-10,2024-01-05,-5,False
2246,DPBOM000002246,의장(설치),F6,자체 진행,D8,2024-02-16,2024-02-13,-3,False
2247,DPBOM000002247,의장(설치),F6,자체 진행,D8,2024-03-15,2024-02-23,-21,False
2248,DPBOM000002248,의장(설치),F2,자체 진행,D4,2024-04-22,2024-04-09,-13,False
2249,DPBOM000002249,의장(설치),F2,자체 진행,D4,2023-03-30,2023-03-17,-13,False
2250,DPBOM000002250,의장(설치),F7,자체 진행,D4,2024-04-24,2024-04-21,-3,False
2251,DPBOM000002251,의장(설치),F5,자체 진행,D7,2022-06-15,2022-06-02,-13,False
2252,DPBOM000002252,의장(설치),F3,자체 진행,D5,2021-10-31,2021-10-09,-22,False
2253,DPBOM000002253,의장(설치),F5,자체 진행,D7,2022-12-31,2022-12-09,-22,False
2254,DPBOM000002254,의장(설치),F3,자체 진행,D5,2023-02-06,2023-01-27,-10,False
2255,DPBOM000002255,의장(설치),F2,자체 진행,D4,2023-01-12,2023-01-10,-2,False
2256,DPBOM000002256,의장(설치),F6,자체 진행,D8,2023-11-04,2023-10-30,-5,False
2257,DPBOM000002257,의장(설치),F6,자체 진행,D8,2023-05-04,2023-04-27,-7,False
2258,DPBOM000002258,의장(설치),F6,자체 진행,D8,2021-10-05,2021-09-27,-8,False
2259,DPBOM000002259,의장(설치),F7,자체 진행,D4,2022-08-30,2022-08-10,-20,False
2260,DPBOM000002260,의장(설치),F7,자체 진행,D4,2024-04-07,2024-03-13,-25,False
2261,DPBOM000002261,의장(설치),F5,자체 진행,D7,2023-03-05,2023-02-04,-29,False
2262,DPBOM000002262,의장(설치),F6,자체 진행,D8,2023-01-15,2022-12-26,-20,False
2263,DPBOM000002263,의장(설치),F6,자체 진행,D8,2021-12-12,2021-12-04,-8,False
2264,DPBOM000002264,의장(설치),F6,자체 진행,D8,2022-06-22,2022-05-29,-24,False
2265,DPBOM000002265,의장(설치),F7,자체 진행,D4,2022-10-22,2022-10-02,-20,False
2266,DPBOM000002266,의장(설치),F7,자체 진행,D4,2024-07-18,2024-06-26,-22,False
2267,DPBOM000002267,의장(설치),F5,자체 진행,D7,2023-05-08,2023-04-13,-25,False
2268,DPBOM000002268,의장,F6,자체 진행,D8,2022-12-16,2022-12-03,-13,False
2269,DPBOM000002269,의장,F9,자체 진행,D8,2022-12-06,2022-12-05,-1,False
2270,DPBOM000002270,의장(설치),F6,자체 진행,D8,2023-09-09,2023-08-21,-19,False
2271,DPBOM000002271,의장(설치),F6,자체 진행,D8,2023-02-22,2023-01-26,-27,False
2272,DPBOM000002272,의장(설치),F5,자체 진행,D7,2021-10-21,2021-10-19,-2,False
2273,DPBOM000002273,의장(설치),F6,자체 진행,D8,2022-07-02,2022-06-17,-15,False
2274,DPBOM000002274,의장(설치),F6,자체 진행,D8,2021-09-18,2021-09-11,-7,False
2275,DPBOM000002275,의장(설치),F5,자체 진행,D7,2023-09-27,2023-11-22,56,True
2276,DPBOM000002276,의장(설치),F6,자체 진행,D8,2021-11-06,2021-12-04,28,True
2277,DPBOM000002277,의장(설치),F6,자체 진행,D8,2022-07-15,2022-06-18,-27,False
2278,DPBOM000002278,의장(설치),F6,자체 진행,D8,2021-10-02,2021-09-18,-14,False
2279,DPBOM000002279,의장(설치),F2,자체 진행,D4,2022-06-27,2022-06-16,-11,False
2280,DPBOM000002280,의장(설치),F2,자체 진행,D4,2022-07-29,2022-07-12,-17,False
2281,DPBOM000002281,의장(설치),F2,자체 진행,D4,2024-07-10,2024-06-27,-13,False
2282,DPBOM000002282,의장(설치),F2,자체 진행,D4,2022-05-27,2022-05-03,-24,False
2283,DPBOM000002283,의장(설치),F7,자체 진행,D4,2021-10-15,2021-10-04,-11,False
2284,DPBOM000002284,의장(설치),F5,자체 진행,D7,2024-08-06,2024-07-10,-27,False
2285,DPBOM000002285,의장(설치),F3,자체 진행,D5,2022-06-22,2022-05-27,-26,False
